step,reward_mean,cov_rew_mean,col_rew_mean,aux_rew_mean
24576,0.0041,371.9125,-8.0000,53.2237
49152,0.0038,367.2163,-8.0000,54.2904
73728,0.0011,373.9444,-8.0000,58.4000
98304,0.0013,368.5909,-8.0000,56.2719
122880,0.0033,365.8620,-8.0000,57.8898
147456,0.0023,358.9670,-8.0000,58.9981
172032,0.0096,356.8420,-8.0000,59.2014
196608,0.0028,362.3200,-8.0000,60.7949
221184,0.0043,360.4880,-8.0000,59.8580
245760,0.0027,361.3990,-8.0000,57.8086
270336,0.0016,354.2660,-8.0000,57.0821
294912,0.0043,361.2750,-8.0000,60.2294
319488,0.0039,365.6780,-8.0000,61.5967
344064,0.0033,360.1880,-8.0000,60.2295
368640,0.0032,367.2570,-8.0000,60.7767
393216,0.0034,373.0400,-8.0000,63.1439
417792,0.0036,373.9130,-8.0000,61.6227
442368,0.0027,363.9460,-8.0000,56.5723
466944,0.0046,368.8090,-8.0000,59.6608
491520,0.0015,369.3590,-8.0000,61.6336
516096,0.0017,379.3330,-8.0000,67.3620
540672,0.0029,374.7590,-8.0000,66.7028
565248,0.0017,362.0100,-8.0000,61.0072
589824,0.0033,361.6060,-8.0000,60.0268
614400,0.0023,353.7050,-8.0000,55.2132
638976,0.0033,360.8470,-8.0000,60.3486
663552,0.0021,363.9570,-8.0000,61.6800
688128,0.0019,367.2810,-8.0000,63.0983
712704,0.0026,374.3550,-8.0000,68.4029
737280,0.0056,392.9970,-8.0000,73.8853
761856,0.0030,394.1460,-8.0000,73.9799
786432,0.0030,398.5700,-8.0000,77.7911
811008,0.0033,394.5730,-8.0000,77.2273
835584,0.0030,372.9860,-8.0000,67.7593
860160,0.6864,366.4320,-8.0000,60.6615
884736,0.0020,369.1630,-8.0000,62.4473
909312,0.0033,367.9950,-8.0000,60.5451
933888,0.0059,359.0960,-8.0000,58.7267
958464,0.0044,376.1710,-7.9200,68.2193
983040,0.0027,374.5920,-7.9200,66.0039
1007616,0.0019,386.9020,-7.8400,72.0604
1032192,0.0018,403.7660,-7.8400,76.2769
1056768,0.0040,401.3200,-7.8400,76.9695
1081344,0.1393,391.7460,-7.9200,73.2777
1105920,0.0036,383.9780,-8.0000,71.8682
1130496,0.0025,374.7900,-8.0000,69.3268
1155072,0.0053,384.9840,-8.0000,72.6499
1179648,0.0023,388.1620,-7.9200,77.2542
1204224,0.0066,395.8930,-7.9200,78.8263
1228800,0.0041,403.0310,-7.9200,80.0237
1253376,0.0060,407.1180,-7.7600,82.5051
1277952,0.0021,385.0220,-7.8400,70.4350
1302528,0.0020,383.5100,-7.8400,70.4524
1327104,0.0059,379.4520,-7.7600,71.1632
1351680,0.0037,366.5330,-7.9200,62.5888
1376256,0.0037,360.4490,-7.9200,59.3981
1400832,0.0040,360.4170,-8.0000,59.5345
1425408,0.0048,371.7670,-8.0000,64.7120
1449984,0.0028,373.1350,-8.0000,66.2118
1474560,0.0050,385.3070,-8.0000,71.2560
1499136,0.0039,366.0070,-8.0000,60.2007
1523712,0.0031,362.4010,-8.0000,58.0526
1548288,0.0053,368.1550,-8.0000,60.1364
1572864,0.0027,372.0520,-8.0000,62.6731
1597440,0.0053,381.1230,-8.0000,64.4151
1622016,0.0049,379.0640,-8.0000,63.6604
1646592,0.0032,358.1010,-8.0000,54.1820
1671168,0.0037,359.0640,-8.0000,55.3648
1695744,0.0034,367.0490,-8.0000,60.5455
1720320,0.0017,382.4830,-8.0000,66.0238
1744896,0.0076,394.1640,-8.0000,71.6413
1769472,0.0032,401.5980,-8.0000,76.5937
1794048,0.0037,386.1410,-8.0000,67.4856
1818624,0.0033,373.7670,-8.0000,63.3078
1843200,0.0087,363.4720,-8.0000,57.3109
1867776,0.0063,361.5260,-8.0000,57.1630
1892352,0.0027,360.9100,-8.0000,55.5328
1916928,0.0030,359.6670,-8.0000,55.3999
1941504,0.0032,363.6020,-8.0000,57.1545
1966080,0.0034,370.4460,-8.0000,59.1317
1990656,0.0017,379.6730,-8.0000,65.1198
2015232,0.0056,382.7130,-8.0000,66.6037
2039808,0.0022,383.2560,-8.0000,67.4386
2064384,0.0065,400.5490,-8.0000,78.0537
2088960,0.0072,410.0250,-7.9200,83.7770
2113536,0.0073,418.8950,-7.9200,86.3320
2138112,0.0028,416.8650,-7.9200,88.2450
2162688,0.0015,415.4790,-7.9200,87.0533
2187264,0.0024,405.2170,-7.7600,83.2045
2211840,0.0015,406.7340,-7.8400,82.1659
2236416,0.0069,399.7740,-7.8400,80.2101
2260992,0.0021,396.9080,-7.8400,77.8929
2285568,0.0032,380.9680,-8.0000,69.0552
2310144,0.0081,370.8680,-7.9200,63.8336
2334720,0.0030,365.6930,-7.9200,58.8188
2359296,0.0047,364.3140,-7.8400,58.4971
2383872,0.0019,365.1300,-7.9200,59.6590
2408448,0.0024,374.0420,-7.9200,64.0991
2433024,0.0025,378.5560,-7.8400,69.0104
2457600,0.0074,375.6540,-7.9200,67.0196
2482176,0.0015,374.1200,-7.9200,66.5001
2506752,0.0029,358.9500,-7.9200,59.1850
2531328,0.0044,368.2750,-8.0000,61.2075
2555904,0.0034,366.5280,-8.0000,61.0618
2580480,0.0027,374.5610,-8.0000,62.4395
2605056,0.0023,373.6450,-7.9200,62.9328
2629632,0.0031,368.3640,-7.9200,59.9305
2654208,0.0046,367.3250,-7.9200,59.7559
2678784,0.0053,351.0420,-8.0000,55.8144
2703360,0.0027,352.8960,-8.0000,55.8802
2727936,0.0018,355.8950,-8.0000,57.3855
2752512,0.0027,364.3520,-8.0000,59.4672
2777088,0.0017,368.6180,-8.0000,61.8849
2801664,0.0027,379.4500,-7.9200,69.6443
2826240,0.0037,369.5380,-7.9200,66.4877
2850816,0.0040,368.6960,-7.9200,63.5642
2875392,0.0042,363.4020,-8.0000,58.2415
2899968,0.0024,363.0610,-7.9200,58.8800
2924544,0.0034,375.3070,-7.9200,61.2052
2949120,0.0029,379.8570,-7.9200,65.9808
2973696,0.0031,378.0160,-7.9200,66.0145
2998272,0.0029,392.4260,-7.8400,72.1929
3022848,0.0056,393.5540,-7.9200,71.9594
3047424,0.0088,375.5960,-7.9200,60.8640
3072000,0.0043,378.9480,-8.0000,61.0510
3096576,0.0019,377.0340,-8.0000,61.2735
3121152,0.0039,372.8650,-8.0000,62.8461
3145728,0.0038,385.0010,-8.0000,70.7805
3170304,0.0052,380.6090,-8.0000,69.9573
3194880,0.0027,387.4090,-8.0000,74.6866
3219456,0.0006,391.5200,-7.9200,78.2661
3244032,0.0033,391.3530,-7.9200,77.9994
3268608,0.0026,385.2450,-7.8400,71.5478
3293184,0.0027,361.1750,-7.9200,58.8186
3317760,0.0023,353.4830,-7.9200,53.1895
3342336,0.0024,355.6170,-7.9200,55.2823
3366912,0.0017,351.8580,-8.0000,51.6354
3391488,0.0030,355.8950,-8.0000,56.5211
3416064,0.0083,364.4280,-8.0000,61.8971
3440640,0.0039,375.4250,-8.0000,65.5668
3465216,0.0024,378.1310,-8.0000,67.3952
3489792,0.0027,370.0720,-8.0000,60.5776
3514368,0.0046,367.8420,-8.0000,59.5027
3538944,0.0019,366.5230,-7.9200,62.5542
3563520,0.0030,367.0850,-7.9200,61.8651
3588096,0.0035,376.6950,-7.9200,66.1641
3612672,0.0029,360.4890,-8.0000,58.1344
3637248,0.0031,359.8140,-8.0000,55.2293
3661824,0.0028,361.3120,-8.0000,57.1681
3686400,0.0030,357.8080,-8.0000,55.9129
3710976,0.0044,352.6160,-8.0000,56.6483
3735552,0.0013,354.5020,-8.0000,60.3758
3760128,0.0027,354.6400,-8.0000,58.4025
3784704,0.0019,362.8990,-8.0000,62.0106
3809280,0.0036,372.9870,-8.0000,64.2406
3833856,0.0033,365.8510,-8.0000,59.8551
3858432,0.0025,360.4110,-8.0000,59.6523
3883008,0.0014,354.8960,-8.0000,57.3984
3907584,0.0014,356.4950,-8.0000,56.7218
3932160,0.0028,364.5190,-8.0000,54.8808
3956736,0.0040,370.7540,-8.0000,55.6986
3981312,0.0034,368.0850,-8.0000,55.6431
4005888,0.0039,360.6840,-8.0000,53.8856
4030464,0.0025,360.0450,-8.0000,56.0207
4055040,0.3266,354.0730,-8.0000,53.0440
4079616,0.0020,357.6600,-8.0000,56.8803
4104192,0.0058,349.8300,-8.0000,53.7200
4128768,0.0013,359.3790,-8.0000,57.9075
4153344,0.0040,364.2360,-8.0000,61.3564
4177920,0.0027,364.5870,-8.0000,58.4378
4202496,0.0011,368.8840,-8.0000,60.0929
4227072,0.0044,356.5520,-8.0000,53.2225
4251648,0.0058,353.9020,-8.0000,52.3146
4276224,0.0017,348.1000,-8.0000,49.6420
4300800,0.0023,355.6890,-8.0000,53.1113
4325376,0.0034,363.4110,-8.0000,57.7307
4349952,0.0039,366.4640,-8.0000,61.5418
4374528,-0.0218,366.3770,-7.9200,62.1030
4399104,0.0059,375.0970,-7.9200,66.0679
4423680,0.0006,368.5230,-7.9200,63.1656
4448256,0.0046,370.7330,-7.9200,61.7299
4472832,0.0025,372.2580,-8.0000,63.9218
4497408,0.0024,362.1640,-8.0000,60.3646
4521984,0.0031,364.4700,-8.0000,61.9254
4546560,0.0036,368.8720,-8.0000,64.9035
